"address","amenities","balconies","bathrooms","bedrooms","carp_area_unit","carpet_area","city_name","company_name","cov_area_unit","covered_area","currency","description","facing","floors","from_url","id","image_url","land_area_unit","landmark","landmark_details","landmark_details/0","landmark_details/1","landmark_details/2","landmark_details/3","landmark_details/4","landmark_details/5","landmark_details/6","landmark_details/7","landmark_details/8","landmark_details/9","location","name","operating_since","owner_name","posted_date","price","price_per_sq_ft","seo_description","url"
"Mumbai, Maharashtra",,,"2","2",,"635","Mumbai","Neevia Constructions LLP",,,"₹","Neevia The Elements by Neevia Group is one of the popular residential project in Mulund West, Mumbai. It has lavish yet thoughtfully designed 2 Towers and 116 residences.",,,"https://www.magicbricks.com/property-for-sale/residential-commercial-agricultural-real-estate?bedroom=1,2,3,4,5,%3E5&proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-House,Villa,Residential-Plot,Commercial-Office-Space,Office-ITPark-SEZ,Commercial-Shop,Commercial-Showroom,Commercial-Land,Industrial-Land,Warehouse-Godown,Industrial-Building,Industrial-Shed,Agricultural-Land,Farm-House&cityName=Mumbai","83327167","https://img.staticmb.com/mbimages/project/Photo_h310_w462/2026/02/10/Project-Photo-22-Neevia-The-Elements-Mumbai-5444207_900_1600_310_462.jpg",,,,"19201|Ecstasy Business Park","19201|R Mall, Mulund","19202| Thakur College Of Engineering","19202|Kelkar College","19203|ESIC Hospital","19203|Padmashree Nursing Home","19206|R Galleria","19206|Marathon Max Mall","19210|Panch Rasta","19210|Santoshi Mata Mandir Bus Stop","19.1749536837097,72.943103519999","2BHK Multistorey Apartment for New Property in The Elements By Neevia Group at Mulund West",,"Neevia Builder","2026-02-11T17:36:24.000Z","15200000",,"A 2 BHK apartment is available for sale in Mulund West, Mumbai.This flat is placed in a premium location within The Elements By Neevia Group. The 1 covered parking place for you car is included with this 2 BHK flat. You can buy this dec '28 flat in Mulund West at price of ₹1.52 Cr. Dec '28 is the possession date of this apartment. You can choose 1,2,3 bhk flats units at The Elements By Neevia Group, priced from ₹99 Lac - ₹1.87 Cr. ","2-BHK-635-Sq-ft-Multistorey-Apartment-FOR-Sale-Mulund-West-in-Mumbai&id=4d423833333237313637"
"Mumbai, Maharashtra",,,"3","3",,"884","Mumbai","Mahindra","12800","934","₹","At Mahindra Vista, the 3.53 acre landscaped greens help you reconnect with nature and experience a life above the ordinary. The project is thoughtfully designed to deliver optimal levels of natural light and air circulation, while seamlessly integrating your home with the surrounding natural environment through climate responsive and contemporary design styles. This project aims to be a beacon of sustainability while delivering a stimulating sensory environment that celebrates life & preserves nature.",,,"https://www.magicbricks.com/property-for-sale/residential-commercial-agricultural-real-estate?bedroom=1,2,3,4,5,%3E5&proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-House,Villa,Residential-Plot,Commercial-Office-Space,Office-ITPark-SEZ,Commercial-Shop,Commercial-Showroom,Commercial-Land,Industrial-Land,Warehouse-Godown,Industrial-Building,Industrial-Shed,Agricultural-Land,Farm-House&cityName=Mumbai","82262931","https://img.staticmb.com/mbimages/project/Photo_h310_w462/2025/10/14/Project-Photo-21-Mahindra-Vista-Mumbai-5418887_479_1120_310_462.jpg",,,,"19201|LIC Corporation","19201| Mindspace Malad","19202|Thakur College of Science and Commerce","19202|Mumbai Public School","19203|City Multispeciality Hospital","19203|Shreeji Hospital","19206|Reliance Mall Borivali","19206|Star Bazaar","19210|Kandivali Railway Station","19210|Kandivali East Bus Stop","19.2050017,72.8692711","3BHK Multistorey Apartment for New Property in Mahindra Vista at Kandivali East",,"Avdhut shelke","2026-02-12T17:36:16.000Z","29784000","31889","This well maintained 3 BHK residence is currently offered for sale in Kandivali East, Mumbai.This flat is situated within the renowned township of Mahindra Vista. The 3 BHK flat comes with a personal car parking space for 1 covered vehicle(s). Located in Kandivali East, this dec '30 apartment is sold at price of ₹2.97 Cr. Dec '30 is the possession date of this apartment. The pricing in Mahindra Vista varies from ₹1.33 Cr - ₹5.26 Cr, offering units in 1,2,3,4 bhk flats configurations. ","3-BHK-934-Sq-ft-Multistorey-Apartment-FOR-Sale-Kandivali-East-in-Mumbai&id=4d423832323632393331"
"Mumbai, Maharashtra","Water Front,Smart Home,Fireplace,Visitor Parking","3","7","6",,"3776","Mumbai","Sobo Properties and Services","12800","3776","₹","Welcome to Birla NiyaaraSilas At Birla Niyaara  A futuristic home in the most desirable neighborhood of South Mumbai in Worli just for you. Live in a 4  5 BHK palatial home that welcomes you in the large balconies  spacious deck for a panoramic view of Worlis skyline. By introducing you to the exotic lifestyle, the entire range of exclusive choices accommodated in the 3 exquisite clubhouses  The Social Club, The Sports Club  The Kids Club. Each gives you a super blend of experiences with a lounge bar terrace, spa  salon, library cafe, physiotherapy room, spinning studio, adventure area","North - East","78","https://www.magicbricks.com/property-for-sale/residential-commercial-agricultural-real-estate?bedroom=1,2,3,4,5,%3E5&proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-House,Villa,Residential-Plot,Commercial-Office-Space,Office-ITPark-SEZ,Commercial-Shop,Commercial-Showroom,Commercial-Land,Industrial-Land,Warehouse-Godown,Industrial-Building,Industrial-Shed,Agricultural-Land,Farm-House&cityName=Mumbai","81641453",,,"worli",,,,,,,,,,,,"18.9985560692086,72.8182936258445","6BHK Penthouse for New Property in Worli Naka",,"Piyush ","2026-02-15T23:45:21.000Z","370000000","97987","This 6 BHK flat is in Worli Naka, Mumbai.The 6 BHK flat comes with a personal car parking space for 5 covered vehicle(s). In Worli Naka, this under construction flat can be taken at the pricing of ₹37 Cr. The possession date of the property is Mar '28. Situated on 65 floor, the flat provides carpet area 3776 sqft. The apartment is provided with reserved parking, security, visitor parking. ","6-BHK-3776-Sq-ft-Penthouse-FOR-Sale-Worli-Naka-in-Mumbai&id=4d423831363431343533"
"Mumbai, Maharashtra",,,"3","4",,"1507","Mumbai","Kalpataru Ltd",,,"₹","The project that has redefined Mira Road for over 3 decades, is set to do it all over again. With the launch of Srishti Namaah, Tower C.Welcome to a new way of living well. Discover spacious 2 bed homes with abundant natural light and free-flowing air. Discover lavish sundecks that gaze into the green horizon. And that's not all. The world around augments your lifestyle even further, with 30+ world-class amenities, a high street retail zone and all the conveniences one could desire. A true sanctuary of comfort and wellness that despite its feeling of seclusion, keeps the world at your feet with seamless road, rail & metro connectivity. Welcome to a community that truly redefines modern living. Welcome to Srishti Namaah.",,,"https://www.magicbricks.com/property-for-sale/residential-commercial-agricultural-real-estate?bedroom=1,2,3,4,5,%3E5&proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-House,Villa,Residential-Plot,Commercial-Office-Space,Office-ITPark-SEZ,Commercial-Shop,Commercial-Showroom,Commercial-Land,Industrial-Land,Warehouse-Godown,Industrial-Building,Industrial-Shed,Agricultural-Land,Farm-House&cityName=Mumbai","80775723","https://img.staticmb.com/mbimages/project/Photo_h310_w462/2023/08/23/Project-Photo-18-Srishti-Namaah-Mumbai-5329055_1200_1600_310_462.jpg",,,,"19202|Royal College","19202|Shree L R Tiwari College of Engineering","19203|Sai Krupa Hospital","19203|Manihar Hospital","19206|D Mart, Hatkesh Udhog Nagar","19206|Sahakari Bhandar","19210|Mira Road Railway Station","19210|Mira Road Railway Station",,,"19.2829267647424,72.8627883689306","4BHK Multistorey Apartment for New Property in Srishti Namaah at Mira Road Area",,"Kalpataru","2026-02-13T17:36:40.000Z","34200000",,"You can find this 4 BHK flat for sale in Mira Road, Mumbai.The flat is located in Srishti Namaah which is a 5 years old construction. The 1 covered parking place for you car is included with this 4 BHK flat. This dec '29 property in Mira Road is available at a cost of ₹3.42 Cr. You will be able to take possession of the flat on Dec '29. Properties in Srishti Namaah are available in 1,2,3,4 bhk flats, priced between ₹84.6 Lac - ₹4.14 Cr. ","4-BHK-1507-Sq-ft-Multistorey-Apartment-FOR-Sale-Mira-Road-in-Mumbai&id=4d423830373735373233"
"Mumbai, Maharashtra",,,"2","2",,"645","Mumbai","Raymond Realty",,,"₹","THE ADDRESS BY GS, BANDRA IS MORE THAN JUST ABOUT AMENITIES.It is a way of life reflected in everything that makes you live the life you always wanted.As Bandraâ??s finest gated community, it is your private enclosed world with the necessities to cater to your refined tastes. Submit yourself to indulgence and change the way you live forever.",,,"https://www.magicbricks.com/property-for-sale/residential-commercial-agricultural-real-estate?bedroom=1,2,3,4,5,%3E5&proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-House,Villa,Residential-Plot,Commercial-Office-Space,Office-ITPark-SEZ,Commercial-Shop,Commercial-Showroom,Commercial-Land,Industrial-Land,Warehouse-Godown,Industrial-Building,Industrial-Shed,Agricultural-Land,Farm-House&cityName=Mumbai","71491377","https://img.staticmb.com/mbimages/project/Photo_h310_w462/2024/02/21/Project-Photo-10-The-Address-by-GS-Bandra-Mumbai-5419171_1152_1600_310_462.jpg",,,,"19201|EPFO","19201|Laxmi Tower (BKC)","19202|Mount Litera School International","19202|Grand Road Central High School","19203|Asian Hospital","19203|Deodhar Hospital","19206|VN Mall","19206|Meena Bazar","19210|Bandra-Kurla Complex Metro Station","19210|Thane Railway Station East Bus Stop","19.062055421515,72.8541362644682","2BHK Multistorey Apartment for New Property in Raymond The Address by GS Bandra at Bandra East",,"Raymond Realty","2024-02-21T05:19:21.000Z","26600000",,"The 2 BHK flat is available for sale in Bandra East, Mumbai.The flat is housed in Raymond The Address By Gs Bandra, a 2 years old construction. This 2 BHK flat on sale comes with spacious 1 covered car parking; all designed for smooth parking. This under construction flat located in Bandra East is available for purchase at price of ₹2.66 Cr. The possession date for this flat is Jan '30. Properties in Raymond The Address By Gs Bandra are priced between ₹2.80 Cr - ₹6.13 Cr, available in 2,3,4 bhk flats options. ","2-BHK-645-Sq-ft-Multistorey-Apartment-FOR-Sale-Bandra-East-in-Mumbai&id=4d423731343931333737"
"Mumbai, Maharashtra",,"1","5","4",,"2538","Mumbai","SKY Build Propertise & Investments Consultants",,,"₹","Multistorey Apartment for Sale in Goregaon East, Mumbai. Covered area is 2538.0  Sq-ft. This property belongs to ""Oberoi Elysian"" .",,,"https://www.magicbricks.com/property-for-sale/residential-commercial-agricultural-real-estate?bedroom=1,2,3,4,5,%3E5&proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-House,Villa,Residential-Plot,Commercial-Office-Space,Office-ITPark-SEZ,Commercial-Shop,Commercial-Showroom,Commercial-Land,Industrial-Land,Warehouse-Godown,Industrial-Building,Industrial-Shed,Agricultural-Land,Farm-House&cityName=Mumbai","83239697","https://img.staticmb.com/mbimages/project/Photo_h310_w462/2021/02/15/Project-Photo-4-Oberoi-Elysian-Mumbai-5229271_600_800_310_462.jpg",,,,"19201|Nirlon Knowledge Park","19201|Gokuldham Shopping Centre","19202|St. Thomas High School","19202|Mumbai Public School","19203|Hira Surgical","19203|Sunita Multi-Speciality Hospital","19206|The Hub Mall,","19206|Oberoi Mall",,,"19.1562110822264,72.8758090633208","4BHK Multistorey Apartment for New Property in Oberoi Elysian at Goregaon East",,"SKY Build Properties","2026-02-15T17:36:31.000Z","104300000",,"Discover this 4 BHK flat in Goregaon East, Mumbai. It enjoys a prime location within Oberoi Elysian. This jun '27 flat located in Goregaon East is available for purchase at price of ₹10.43 Cr.Jun '27 is the date of possession of this apartment. In Oberoi Elysian, property prices range from ₹7.53 Cr - ₹10.43 Cr, with multiple configurations across 3,4 bhk flats. ","4-BHK-2538-Sq-ft-Multistorey-Apartment-FOR-Sale-Goregaon-East-in-Mumbai&id=4d423833323339363937"
"Mumbai, Maharashtra",,"1","4","4",,"2636","Mumbai","Sainath Estate",,,"₹","Multistorey Apartment for Sale in Andheri West, Mumbai. Covered area is 2636.0  Sq-ft. This property belongs to ""Bharat altavista"" .",,,"https://www.magicbricks.com/property-for-sale/residential-commercial-agricultural-real-estate?bedroom=1,2,3,4,5,%3E5&proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-House,Villa,Residential-Plot,Commercial-Office-Space,Office-ITPark-SEZ,Commercial-Shop,Commercial-Showroom,Commercial-Land,Industrial-Land,Warehouse-Godown,Industrial-Building,Industrial-Shed,Agricultural-Land,Farm-House&cityName=Mumbai","83365531","https://img.staticmb.com/mbimages/project/Photo_h310_w462/2024/11/07/Project-Photo-6-Bharat-altavista-Mumbai-5424463_340_800_310_462.jpg",,,,"19201|Fun Republic Mall","19201|millat super market","19202|Gyan Kendra","19202|Orchid Global Learning Academy","19203|Balasaheb Thakare","19203|Kokilaben Dhirubhai Ambani Hospital and Medical Research Institute","19206|Mega Mall","19206|Citi Mall","19210|D N Nagar Metro Station","19210|Metro Station","19.1373697481266,72.8257229439874","4BHK Multistorey Apartment for New Property in Bharat altavista at Andheri West",,"Bunty","2026-02-14T17:36:19.000Z","121140000",,"A 4 BHK flat is available for sale in Andheri West, Mumbai.Located in Bharat Altavista, this project was built 3 years ago. You can buy this sep '30 flat in Andheri West at price of ₹12.11 Cr. Sep '30 is the possession date of this multi-storey apartment. Bharat Altavista offers 3,4 bhk flats units, with prices starting from ₹5.89 Cr - ₹12.17 Cr. ","4-BHK-2636-Sq-ft-Multistorey-Apartment-FOR-Sale-Andheri-West-in-Mumbai&id=4d423833333635353331"
"Mumbai, Maharashtra","Bar/Lounge,Air Conditioned,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Laundry Service,Internet/Wi-Fi Connectivity,Service/Goods Lift,Visitor Parking,Intercom Facility,Conference Room","1","4","4",,"1925","Mumbai","Uptown Spaces","12800","3080","₹","Located in the popular residential address of Mulund west Central mumbai suburbs Enigma By Oberoi Realty is one of the most preferred destination for apartments in Central Mumbai Suburbs. This 4BHK flat is your ticket to be a part of this community. The floor plan additionally contains 4 bedrooms 4 bathrooms . All in all the flat is spread over a Super built up area of 3080 sq.ft. The property is located on the 15th floor of a 60 floors tall building. Being a ready to move project you can expect immediate possession of this 01 year old property.","North - East",,"https://www.magicbricks.com/property-for-sale/residential-commercial-agricultural-real-estate?bedroom=1,2,3,4,5,%3E5&proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-House,Villa,Residential-Plot,Commercial-Office-Space,Office-ITPark-SEZ,Commercial-Shop,Commercial-Showroom,Commercial-Land,Industrial-Land,Warehouse-Godown,Industrial-Building,Industrial-Shed,Agricultural-Land,Farm-House&cityName=Mumbai","82912927","https://img.staticmb.com/mbphoto/property/cropped_images/2026/Jan/29/Photo_h180_w240/82912927_7_PropertyImage1769679425816_180_240.jpg",,"Bank Of Baroda",,"19201|Marathon Maxima","19201|360 Degree Business Park","19202|Sandip University","19202|S.T PIUS International School","19203|Padmashree Endoscopic Centre","19203|Apex Hospitals Mulund","19206|Marathon Max Mall","19206|Star Bazaar","19210|Mulund Depot Bus Stop","19210|Mulund Railway Station (W) Bus Stop","19.1749536837097,72.943103519999","4BHK Multistorey Apartment for New Property in Mulund West","1986","Amrish Thakker","2026-02-14T01:30:26.000Z","59000000","19156","4 BHK flat is offered for sale in Mulund West, Mumbai.2 covered, 2 open parking space is also offered for this 4 BHK apartment. You can buy this ready to move flat in Mulund West at price of ₹5.90 Cr. This unit comes equipped with power back up, reserved parking, security, service/goods lift, air conditioned, visitor parking, intercom facility. ","4-BHK-3080-Sq-ft-Multistorey-Apartment-FOR-Sale-Mulund-West-in-Mumbai&id=4d423832393132393237"
"Mumbai, Maharashtra","Banquet Hall,Jogging and Strolling Track,Internet/Wi-Fi Connectivity,Service/Goods Lift,Visitor Parking,Intercom Facility",,"2","2",,"671","Mumbai","Minerva Properties","12800","950","₹","Vicinia Powai floor plan is configured to include 2 and 3 BHK residential flats. These flats are very well designed with spacious bedrooms, elegant bathrooms and wide spread balconies. Vicinia review is extremely positive for those who are looking for their dream home in Powai.This project offers a wide variety of ultra modern amenities including coffee lounge and restaurants, barbeque pit, dance studio, power backup, swimming pool, clubhouse, jogging and strolling track, private terrace,garden, visitor parking, maintenance staff, bank and ATM, guest accommodation, gymnasium, kids club, lift, security, cycling and jogging track, park, reserved parking, service, goods lift, intercom facility, flower gardens, rainwater harvesting and the list goes on. Get a closer look by browsing through the Vicinia photos which are excellent images of the flats and the facilities.","East","22","https://www.magicbricks.com/property-for-sale/residential-commercial-agricultural-real-estate?bedroom=1,2,3,4,5,%3E5&proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-House,Villa,Residential-Plot,Commercial-Office-Space,Office-ITPark-SEZ,Commercial-Shop,Commercial-Showroom,Commercial-Land,Industrial-Land,Warehouse-Godown,Industrial-Building,Industrial-Shed,Agricultural-Land,Farm-House&cityName=Mumbai","82635441","https://img.staticmb.com/mbphoto/property/cropped_images/2026/Jan/18/Photo_h180_w240/82635441_8_PropertyImage650-7229497807954_180_240.jpg",,"Shapoorji Pallonji Vicinia,Chandivali,Powai,Mumbai.",,"19201|Atl Corporate Park","19201|Nilkanth Super Market","19202|Iit Bombay","19202|National Institute of Industrial Engineering","19203|Dr. Babasaheb Ambedkar BMC Hospital","19203|Dr L H Hiranandani Hospital","19206|Haiko Mall","19206|Galleria Shopping Mall","19210|Hiranandani Powai Bus Station Bus Stop","19210|Jama Masjid Bus Stop","19.1196773,72.9050809","2BHK Multistorey Apartment for Resale in Shapoorji Pallonji Vicinia at Powai","2005","deepak  kokane","2026-02-15T01:30:23.000Z","24500000","25789","Discover this 2 BHK flat in Powai, Mumbai. It has an excellent location within Shapoorji Pallonji Vicinia. 1 covered parking space is available with this 2 BHK apartment to place your vehicle.Available at price of ₹2.45 Cr, this ready to move flat in Powai is an excellent choice. This unit occupies 15 floor with carpet area of total 671 sqft. The building features 22 floor and offers Kids Club. The flat features power back up, reserved parking, service/goods lift, visitor parking, intercom facility. Shapoorji Pallonji Vicinia offers 2,3 bhk flats units, with prices starting from ₹2.33 Cr - ₹5.97 Cr. ","2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Sale-Powai-in-Mumbai&id=4d423832363335343431"
"Mumbai, Maharashtra","Farm-House,Town House,Water Front,Hilltop,Skyline View,Sea facing,Smart Home,Skydeck,Island Kitchen Layout,Concierge Services,Theme based Architectures,Barbeque space,Walk-in closet,Private pool ,Helipad,Aesthetic Interior,Marble flooring,Art center,Pet park,Full Glass Wall,Private Garden,Sky Villa,Infinity Swimming Pool,Pool with temperature control ,,Bar/Lounge,Fingerprint Access,Bathtub,Garden View,Grand Entrance lobby,Kids play area,Health club with Steam / Jaccuzi,Shopping center,Golf Course,Curated Garden,Cycling track,High Ceiling,Well Furnished,Modular Kitchen,Premium branded fittings,3 Tier Security System,,Large Clubhouse ,,,Library,,,,,,,,,Air Conditioned,All wooden flooring,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Mini Cinema Theatre,Located in the Heart of city,Large Open space,Guest lobby in each floor,,,,AC in each room ,Laundry Service,,,,Internet/Wi-Fi Connectivity,RO Water System,Service/Goods Lift,Earth quake resistant,Visitor Parking,Intercom Facility,Wheelchair Accessibility,Conference Room,Fire Sprinklers,Mansion,,,",,"3","2",,"893","Mumbai","DOMO Real Estate","12800","1500","₹","Lodha Park Allura is a premium residential tower in Worli, Mumbai, offering luxurious 2 and 3bedroom apartments. It features elegant interiors, panoramic city and sea views, and worldclass amenities including pools, gardens, a clubhouse, and fitness zones. Designed for modern urban living, it combines comfort, style, and exclusivity.","North",,"https://www.magicbricks.com/property-for-sale/residential-commercial-agricultural-real-estate?bedroom=1,2,3,4,5,%3E5&proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-House,Villa,Residential-Plot,Commercial-Office-Space,Office-ITPark-SEZ,Commercial-Shop,Commercial-Showroom,Commercial-Land,Industrial-Land,Warehouse-Godown,Industrial-Building,Industrial-Shed,Agricultural-Land,Farm-House&cityName=Mumbai","82030907","https://img.staticmb.com/mbphoto/property/cropped_images/2026/Feb/10/Photo_h180_w240/82030907_5_PropertyImage1770716453793_180_240.jpg",,"Near Jain mandir.",,"19201|Centurion","19201|Atria The Millennium Mall","19202|Dy Patil International School","19202|Dy Patil Internantional School","19203|Pandit Madan Mohan Malviya Central Hospital","19203|Shobha Hospital","19206|BIg Bazaar","19206|Atria Millennium Mall","19210|Haji Usman Seth Rakhangi Chowk Bus Stop","19210|Worli Metro Station","19.0036486667054,72.8175254882335","2BHK Multistorey Apartment for Resale in Lodha Park at Worli","2016","Dr. Ashwini","2026-01-02T01:30:19.000Z","47000000","31333","Explore this 2 BHK apartment in Worli to buy or invest in Mumbai city.This unit is part of Lodha Park, a 8 years old development. The 2 BHK flat comes with a personal car parking space for 1 covered vehicle(s). This ready to move flat located in Worli is available for purchase at price of ₹4.70 Cr. This flat includes power back up, reserved parking, security, service/goods lift, air conditioned, visitor parking, intercom facility, ro water system. P51900016526 is the RERA number of the project. The Lodha Park price range is ₹5.80 Cr - ₹20.76 Cr, offering properties in 2,3,4,5 bhk flats layouts. ","2-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Worli-in-Mumbai&id=4d423832303330393037"
"Mumbai, Maharashtra","Air Conditioned","2","2","2",,"711","Mumbai","BMG Properties","12800","800","₹","In the heart of Mumbais rush lies Serenova, a serene 2  3 bed boutique residential project by Kolte Patil Developers in Versova. A rare sanctuary where the citys energy meets coastal calm, it is thoughtfully placed amid lifestyle avenues, healthcare, and educational hubs.","East","20","https://www.magicbricks.com/property-for-sale/residential-commercial-agricultural-real-estate?bedroom=1,2,3,4,5,%3E5&proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-House,Villa,Residential-Plot,Commercial-Office-Space,Office-ITPark-SEZ,Commercial-Shop,Commercial-Showroom,Commercial-Land,Industrial-Land,Warehouse-Godown,Industrial-Building,Industrial-Shed,Agricultural-Land,Farm-House&cityName=Mumbai","82121353","https://img.staticmb.com/mbimages/project/Photo_h310_w462/2025/10/07/Project-Photo-3-Serenova-Mumbai-5437283_910_1600_310_462.jpg",,"Near by versova metro sation.",,"19201|Mukkti Cultural Hub","19201|Laxmi Super Market","19202|St. Mary's High School","19202|Ashok Academy","19203|Zest","19203|Lion Kartar Singh Hospital","19206|FB-MUMBAI- ANDHERI","19206|Citi Mall","19210|Andheri (W) Bus Stop","19210|Yari Road Bus Stop","19.1373697481266,72.8257229439874","2BHK Multistorey Apartment for New Property in Kolte Patil Serenova at Andheri West",,"Bipin  Gandhi","2026-02-14T23:45:23.000Z","36000000","45000","Discover this 2 BHK flat in Andheri West, Mumbai. It enjoys a prime location within Kolte Patil Serenova. This top-notch 2 BHK property comes with 1 covered parking space for your vehicle.This under construction property in Andheri West is available at a cost of ₹3.60 Cr. The apartment's possession date is Dec '28. Available on 10 floor, this apartment covers carpet area 711 sqft. This construction has 20 floor and is equipped with Pet park, Kids Splash Pool. This residence offers power back up, reserved parking, air conditioned. Properties in Kolte Patil Serenova come in 2,3 bhk flats, with prices spanning ₹2.16 Cr - ₹4.92 Cr. ","2-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Sale-Andheri-West-in-Mumbai&id=4d423832313231333533"
"Mumbai, Maharashtra","Water Front,Skyline View,Smart Home,Skydeck,Island Kitchen Layout,Concierge Services,Full Glass Wall,Bar/Lounge,Fingerprint Access,Health club with Steam / Jaccuzi,House help accommodation,Air Conditioned,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Laundry Service,Internet/Wi-Fi Connectivity,RO Water System,Service/Goods Lift,Visitor Parking,Intercom Facility,Conference Room,Downtown","3","3","3",,"1322","Mumbai","Home Search Properties","12800","1650","₹","This spacious 3 BHK multistorey Apartment is available for Sale and is located in HDIL Metropolis, on of the most prestigious projects of For Bungalow Andheri west. The house is exclusive Semi Furnished. The project also has childrens play area, club house, multipurpose room, sports facility, rain water harvesting, indoor games, power backup, lift available, 24 x 7 security, 2-car parking, jogging track, vaastu compliant, shopping mall, school, hospital, atm, Still car parking. It is facing east direction. It has 3 bathrooms and balconies. This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. More inquiry you contact with us.","North","31","https://www.magicbricks.com/property-for-sale/residential-commercial-agricultural-real-estate?bedroom=1,2,3,4,5,%3E5&proptype=Multistorey-Apartment,Builder-Floor-Apartment,Penthouse,Studio-Apartment,Residential-House,Villa,Residential-Plot,Commercial-Office-Space,Office-ITPark-SEZ,Commercial-Shop,Commercial-Showroom,Commercial-Land,Industrial-Land,Warehouse-Godown,Industrial-Building,Industrial-Shed,Agricultural-Land,Farm-House&cityName=Mumbai","82214077","https://img.staticmb.com/mbphoto/property/cropped_images/2026/Feb/05/Photo_h180_w240/82214077_2_PropertyImage924-474232132155_180_240.jpg",,"Nearby Juhu Circle, This project is close to Malls, Hospitals, Schools and D.N. Nagar Metro Station, Versova beach.",,"19201|Star Bazaar","19201|Fun Republic Mall","19202|Ashok Academy","19202|ICAR-Central Institute of Fisheries Education","19203|SBS Multi-Speciality Hospital","19203|Belle-Vue Multi-Speciality Hospital","19206|Navrang Cinema","19206|Crystal Point Mall","19210|Versova Metro Station","19210|Yari Road Bus Stop","19.1373697481266,72.8257229439874","3BHK Multistorey Apartment for Resale in HDIL Metropolis at Andheri West","2001","Rahul  Singh","2026-02-15T23:45:21.000Z","39800000","24121","This 3 BHK apartment in Andheri West, Mumbai is available for sale.It is located in Hdil Metropolis. 2 covered parking space is available with this 3 BHK apartment to place your vehicle. The ready to move flat in Andheri West is all ready for sale at the budget of ₹3.98 Cr. Available on 5 floor, this apartment covers carpet area 1322 sqft. The apartment is provided with power back up, reserved parking, security, service/goods lift, air conditioned, visitor parking, intercom facility, ro water system. Hdil Metropolis offers 2,3,4 bhk flats units, with prices starting from ₹2.50 Cr - ₹5.60 Cr. ","3-BHK-1650-Sq-ft-Multistorey-Apartment-FOR-Sale-Andheri-West-in-Mumbai&id=4d423832323134303737"
